dre,nome,data_inicio,data_fim,cr
948812496,Hazlett Lowensohn,2017-05-04,2017-08-05,7.5
228398465,Dion Castle,2019-01-24,2016-02-28,7.4
671645740,Mac Hanes,2015-12-27,2016-12-15,9.2
616696805,Leslie Mutter,2016-01-17,2015-11-02,0.5
089418079,Morey Parradye,2017-04-19,2016-12-20,0.4
197294778,Susanetta Maro,2015-12-12,2017-02-17,0.9
156680174,Kissie Boatswain,2016-11-07,2018-06-14,8.2
834511633,Pryce Primmer,2019-01-04,2016-02-23,6.7
225565961,Bernhard Cashford,2019-02-05,2018-05-03,7.4
215731280,Jeno Barrett,2017-12-20,2018-04-29,1.3
712246596,Cristine Rabl,2016-02-15,2018-08-31,1.0
357736506,Kimberley Richens,2019-01-25,2016-07-07,0.0
923071902,Willem Longland,2017-12-04,2016-09-17,2.2
773523907,Angelique Tozer,2016-03-01,2019-09-09,2.5
346101023,Alia Milesap,2019-03-29,2017-01-08,5.2
946935595,Jill Casel,2018-12-20,2015-10-19,7.6
672925149,Karrie Dimitrescu,2017-03-14,2019-04-18,8.5
385746999,Merilyn Morde,2018-11-09,2018-10-06,4.5
983630735,Owen Gaylard,2017-06-24,2017-05-12,6.3
237167269,Annecorinne Nathan,2019-04-19,2016-07-04,7.4
371706660,Barbie Pidon,2018-10-29,2017-02-20,9.7
788541777,Ban De Coursey,2016-07-09,2016-12-17,4.9
906318940,Morie Arboine,2018-10-05,2019-05-19,9.6
393410802,Webster Jozaitis,2018-09-01,2016-07-06,0.4
361518266,Araldo Kerrich,2016-01-11,2017-11-05,5.5
905736835,Udale Evequot,2017-10-01,2018-09-07,9.4
330045632,Wakefield Carswell,2018-01-02,2018-10-13,4.7
687731335,Ransell Pauling,2019-04-04,2019-06-10,4.0
243992932,Alan Gissop,2018-05-27,2018-12-06,8.6
116122882,Alameda Brugman,2019-04-23,2017-02-04,0.5
320434393,Jule Hatter,2018-01-17,2016-10-19,1.7
177712812,Whittaker Petkov,2018-11-24,2017-01-05,1.8
088281903,Clarinda Baigent,2018-09-25,2016-05-25,1.5
765326198,Mackenzie Ingerfield,2017-02-08,2018-06-04,3.9
557310681,De witt McDougald,2016-03-19,2019-07-09,4.6
551919102,Hillard Stubbes,2018-04-09,2016-06-12,3.7
016430992,Glyn Tacon,2019-01-09,2017-01-18,1.1
341114440,Milton Weich,2019-01-15,2017-04-11,5.8
144894650,Lucia Simecek,2018-12-23,2017-05-24,4.3
180575290,Marget Filippazzo,2017-06-07,2018-09-06,1.8
072902829,Harri Bartolomeo,2019-01-06,2016-12-18,0.5
810442434,Frederique Franklin,2019-04-10,2016-07-09,4.9
591397656,Ilise Patkin,2019-10-05,2016-10-11,4.4
148628741,Glory Grishinov,2016-08-06,2016-09-26,6.6
407433409,Elbertine Milliere,2015-10-25,2019-01-22,9.2
632439920,Sullivan Hosten,2018-04-24,2018-07-11,0.8
059528029,Yovonnda MacKniely,2018-10-26,2019-08-04,4.9
584161034,Stacy Lagde,2018-05-07,2016-06-17,0.1
246121447,Biron Melmar,2018-10-15,2018-03-30,3.8
448175144,Sky Scones,2018-04-05,2017-05-15,2.1
513813649,Deb MacSwayde,2018-01-23,2019-01-08,1.9
690463297,Kleon Nevinson,2019-02-03,2018-11-01,0.6
232069120,Rubia Pirolini,2017-08-24,2017-07-14,1.3
720851188,Ulberto Leithgoe,2016-05-03,2017-10-27,8.9
159274588,Rodd Trench,2018-11-27,2019-04-28,3.8
057709254,Sol Nazer,2017-01-22,2018-09-11,4.4
470479011,Corrianne Cuckson,2018-08-03,2017-02-02,5.8
084035333,Bronson MacPherson,2016-06-10,2018-07-27,2.8
566786457,Gladi Vanezis,2016-09-07,2019-05-13,6.1
696627282,Hallie Braunthal,2019-01-23,2016-11-15,2.3
651785197,Wenonah Axton,2019-02-02,2018-08-27,4.8
077654939,Corene Meeron,2016-06-13,2017-09-07,7.9
380923189,Elliot Pascoe,2016-02-25,2018-12-24,8.0
485935911,Thain Oxborough,2018-07-24,2019-09-07,8.1
476222169,Luise Matyushenko,2018-04-28,2019-04-01,0.3
109447835,Tami Davet,2016-05-28,2018-06-07,4.4
421930212,Saleem Ramalho,2016-08-21,2018-02-02,8.5
725209120,Florella O' Donohoe,2017-10-04,2018-09-08,7.6
160575083,Harmonie Hawkes,2018-10-13,2019-04-14,1.4
786474481,Shaw Harmond,2019-01-19,2017-06-28,1.6
585925885,Kynthia Lavall,2018-04-17,2016-11-29,9.0
999115186,Benedetto Dyball,2019-06-23,2017-02-09,8.9
307962428,Elita Northcott,2019-02-19,2016-12-04,6.8
840207769,Cirstoforo Satterley,2018-10-01,2017-02-12,4.6
845235233,Paulie Locock,2018-09-19,2017-10-30,4.0
971734548,Barrie Semble,2019-08-29,2018-11-25,1.1
255080425,Domini Espie,2016-04-05,2017-03-29,5.7
120402315,Morlee Vagg,2016-10-06,2017-06-24,5.0
904043290,Merna Mingey,2018-01-13,2019-08-06,8.9
025249300,Jacquelin Fabler,2018-02-01,2018-07-11,8.5
133170042,Rees Furnival,2016-12-08,2018-05-02,5.6
967190088,Bellanca Simms,2018-06-27,2015-11-12,7.1
402931816,Mal Knapton,2016-02-13,2018-02-21,8.4
690049567,Constantine Nix,2019-02-18,2019-10-08,2.2
649838617,Tabina Hospital,2017-10-07,2017-01-07,8.1
886872939,Kingsly Mathou,2017-10-18,2016-12-10,3.3
176182432,Rick Fransseni,2019-02-05,2019-09-05,8.5
017861389,Manda Flement,2017-02-05,2017-05-29,1.8
143392395,Bea Manthroppe,2016-01-10,2018-09-27,1.8
689496186,Uta Blay,2018-10-24,2016-03-06,5.1
505456786,Candis De Filippi,2018-10-22,2018-01-07,3.7
135227545,Rose Virr,2016-02-08,2018-08-23,4.2
683487547,Gran Boorne,2018-03-20,2016-06-02,4.6
396843727,Valentin Puckham,2017-03-23,2019-04-23,4.5
390490792,Jaynell Giampietro,2016-05-20,2016-04-19,2.6
890226911,Casandra Srawley,2018-09-28,2017-01-27,6.7
021868865,Cathleen Wrathmall,2017-11-30,2019-07-09,3.8
056714892,Nicholle Brackpool,2019-03-02,2018-01-06,8.0
023933768,Lari Hanscom,2016-09-19,2017-11-26,5.7
962622722,Stacia Zecchi,2018-11-21,2018-01-30,5.6
020055234,Lonna Gilchrest,2018-03-17,2019-04-01,5.1
308720342,Agnola Yakubovich,2016-03-04,2017-02-15,7.4
546874862,Ingrim Rutherfoord,2018-03-05,2017-06-05,8.6
505509822,Petey Limerick,2018-01-27,2018-09-14,5.7
855100083,Sheelagh Hallibone,2019-08-27,2018-02-22,8.8
135505521,Baily Lawday,2017-09-27,2016-04-30,4.2
365734715,Filip Mence,2016-07-03,2018-07-05,8.1
870719682,Gonzales Ollivierre,2015-12-15,2016-11-05,7.9
223024593,Ernestine Seldon,2018-03-06,2019-06-29,9.5
591247410,Marlee O'Lyhane,2017-08-19,2017-05-17,6.5
857881684,Mateo Salisbury,2018-11-05,2018-12-07,0.8
511589524,Torre Gayton,2018-08-14,2019-10-05,4.9
784743647,Gloriane Benmore,2019-04-29,2018-12-06,8.6
363902165,Frasier Jephcott,2018-04-13,2016-08-15,4.8
596506967,Aldrich Liquorish,2018-10-10,2016-03-07,6.5
487546370,Ginny Mickelwright,2018-07-14,2017-12-15,2.9
412123893,Quintana Quarmby,2018-10-09,2018-12-03,5.2
368422398,Didi Woodfield,2016-11-18,2016-05-24,4.9
171523322,Jacenta Ulrik,2017-11-25,2016-09-07,9.7
341499020,Wilfrid McGuinley,2016-08-10,2015-11-18,2.5
664527749,Mill Granville,2019-09-26,2016-02-15,4.6
896275504,Clo Stempe,2018-01-19,2016-08-13,2.2
736471374,Anselm MacNucator,2015-10-15,2019-02-24,2.4
371112324,Angy Woodyeare,2019-04-07,2015-12-17,4.5
874982948,Louisette Custy,2016-03-26,2019-07-21,4.3
923266876,Lelia Jansa,2017-08-24,2018-05-09,4.1
611026139,Lurette Gunney,2019-01-08,2018-08-15,2.2
027805967,Carlyle Dericot,2018-07-20,2019-09-28,3.6
944274051,Sloan Aspenlon,2016-08-21,2017-09-13,9.7
333794238,Pen Franseco,2017-04-05,2018-08-28,4.1
878738867,Corrinne Bartelot,2019-02-05,2015-11-08,2.3
619619408,Wes Mapletoft,2016-03-22,2016-07-20,8.5
600995797,Zebedee Grave,2017-11-30,2019-09-01,6.7
669381831,Valli Hanlon,2018-09-12,2018-05-28,0.6
175018289,Teodora Ewbanks,2019-03-07,2016-12-08,2.4
208759086,Rahal Howen,2018-01-26,2017-11-22,3.2
126777157,Pennie Pleasants,2016-02-06,2018-08-27,2.8
202414478,Wilie Clue,2016-02-19,2017-10-25,3.2
070041518,Quintus Hamerton,2019-07-05,2018-10-12,7.3
602507678,Bryn Zarfai,2016-03-02,2019-06-07,9.8
532107159,Ursala Marchant,2016-06-22,2017-04-27,8.7
719814340,Travus Eggar,2016-01-19,2016-10-07,4.1
780599061,Monti Beau,2019-06-13,2019-08-26,5.0
013590730,Violette Towell,2016-07-15,2018-05-23,5.3
433042740,Dionisio Beebee,2016-01-29,2015-11-12,8.2
826230698,Haskell Clayton,2019-02-27,2018-12-20,8.4
397150379,Currey McQueen,2019-03-22,2016-12-08,3.5
816866053,Peirce Cluet,2016-03-27,2017-10-28,5.1
429178112,Ferd Zanetti,2016-06-24,2016-03-12,7.4
200354451,Waylan Shurlock,2018-04-18,2019-02-18,6.9
559076990,Warren Krojn,2016-12-02,2015-11-03,4.1
295193578,Chas Braisher,2017-09-21,2017-11-01,3.9
795070016,Izaak McGauhy,2018-06-22,2019-03-23,1.9
066585123,Wake Worgen,2019-02-14,2016-12-04,5.9
710768796,Ariana Skeldinge,2018-06-13,2017-02-04,0.3
798976348,Tonnie Eames,2016-04-24,2018-11-16,5.1
843074850,Wilhelmine Harrison,2016-03-11,2016-11-28,7.0
039680209,Delinda Davall,2017-07-01,2019-05-01,8.9
132043852,Kathrine Moreman,2018-12-29,2018-12-19,1.7
555967977,Karel Heball,2018-05-26,2017-07-01,0.8
507240362,Stace Hannen,2017-02-02,2019-03-30,5.1
552238586,Cacilie Camings,2018-01-31,2016-03-12,9.3
244688822,Janenna Collidge,2019-04-30,2018-04-30,6.7
785356794,Robbie Mursell,2019-01-31,2017-01-20,1.6
855563112,Tyler Ucchino,2016-10-16,2019-01-24,5.4
654415958,Gonzalo Whatley,2019-05-07,2016-04-05,9.7
424243442,Kassey MacNish,2017-04-19,2016-07-16,2.1
870279089,Maris Purcell,2018-07-02,2018-12-04,7.7
491439828,Niki MacColm,2015-12-27,2016-04-05,1.0
164334556,Jelene Cosans,2018-09-17,2016-05-08,1.0
949207952,Briana Christoforou,2016-05-21,2018-03-05,0.5
502986875,Emmott Houldin,2019-08-20,2018-06-26,8.5
501380983,My Blakelock,2017-04-29,2019-08-12,9.5
378990657,Sula Tompion,2019-01-21,2017-01-15,2.9
084803688,Cooper Padkin,2018-01-16,2017-05-16,5.9
009456349,Wallache Bunton,2017-04-16,2017-01-12,4.3
452221494,Gaby Mackie,2015-12-29,2017-07-23,4.6
435982982,Janice Vere,2018-07-04,2019-02-05,9.9
459690804,Tiebout Jenkerson,2016-01-10,2016-04-06,2.2
164063318,Iolande Eves,2018-03-23,2019-02-27,0.5
027594098,Juan Dilon,2019-07-22,2018-09-24,1.3
988192821,Shane Gennings,2019-05-23,2018-02-24,3.4
919264678,Kristoffer Parades,2018-02-28,2018-06-10,9.2
532623519,Esmaria Tisun,2018-01-06,2016-07-12,8.2
666036165,Phillis Huguet,2018-09-11,2018-04-18,8.7
460434408,Clea Krysztofowicz,2017-03-27,2017-02-10,9.5
521774499,Tabitha Elgie,2019-02-28,2018-03-07,0.2
377299687,Sena Pagelsen,2019-05-06,2015-11-25,2.3
513081014,Jerrie Romke,2017-07-07,2019-02-22,2.9
399550225,Donia Shelborne,2015-11-17,2016-08-16,4.0
097520530,Inga Le-Good,2015-10-20,2019-01-15,5.9
757233258,Geri Hambling,2016-06-02,2017-06-08,7.4
516807096,Rhodie Woolham,2019-09-20,2018-02-01,8.5
493614612,Gian Toyer,2017-10-09,2017-06-09,3.8
346409981,Osgood Quaintance,2018-05-31,2016-01-31,9.6
952584064,Thorvald Leveret,2017-01-10,2016-10-24,8.2
508417327,Eada Rounsivall,2016-01-07,2015-11-04,4.0
903915322,Kit Sterrie,2015-11-07,2018-09-30,7.3
357072247,Chrisy Pendrid,2018-11-11,2016-01-07,4.9
396043644,Dael Benham,2018-03-22,2015-11-06,1.6
382717525,Frasco Behnecke,2019-05-21,2019-04-02,9.5
473297126,Putnem Shiels,2017-05-10,2019-05-12,0.2
366379902,Barbee Clarke-Williams,2018-10-03,2018-02-19,7.2
553551413,Marney Amsberger,2018-04-25,2015-11-21,3.1
023880749,Yoko Benion,2016-10-08,2015-12-21,4.7
155398215,Prudence Walsham,2019-01-20,2017-04-06,4.8
802366941,Adina Jakes,2018-01-02,2019-07-11,6.2
439379223,Jarad Greber,2016-12-24,2016-07-05,6.5
962831799,Blondell Coppard,2018-01-12,2016-06-21,7.2
504437558,Dita Grady,2017-12-22,2016-07-31,1.8
344808632,Guntar Hannond,2018-11-08,2015-11-27,2.4
731824715,Marilee Milvarnie,2016-03-31,2016-09-17,7.3
485568373,Corney Rayment,2017-09-11,2018-02-14,7.3
636012263,Mannie Saulter,2017-05-04,2018-01-24,5.4
965698842,Maria Dreelan,2018-12-23,2019-09-21,9.9
813129161,Noella Sambrook,2018-02-24,2019-04-03,2.0
242763096,Gal Carlin,2019-02-02,2018-05-22,8.1
